id,domain,key,route,value,unit,basis,source_ref,valid_from,uncertainty_pct
208,gwp,hfc_272ca_ch3cf2ch3,,144.000000,kgCO2e/kg,"HFC-272ca (CH3CF2CH3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
209,gwp,hfc_1141_ch2_chf,,1.000000,kgCO2e/kg,"HFC-1141 (CH2=CHF) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
210,gwp,r_411c_1_5_hfc_152a,,2.070000,kgCO2e/kg,"R-411C (1.5% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
211,gwp,r_407d_15_hfc_32_15_hfc_125_70_hfc_134a,,1487.050000,kgCO2e/kg,"R-407D (15% HFC-32; 15% HFC-125; 70% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
212,gwp,sulphur_hexafluoride_sf6,,23500.000000,kgCO2e/kg,"Sulphur hexafluoride (SF6) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
213,gwp,3_3_4_4_5_5_6_6_7_7_8_8_9_9_10_10_10_heptadecafluorodec_1_en,,1.000000,kgCO2e/kg,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-1-ene  (C8F17CH=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
215,gwp,r_421a_58_hfc_125_42_hfc_134a,,2384.600000,kgCO2e/kg,"R-421A (58% HFC-125; 42% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
216,gwp,hfc_329p_chf2cf2cf2cf3,,2360.000000,kgCO2e/kg,"HFC-329p (CHF2CF2CF2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
217,gwp,perfluorobut_1_ene_cf3cf2cf_cf2,,1.000000,kgCO2e/kg,"Perfluorobut-1-ene (CF3CF2CF=CF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
218,gwp,r_427a_15_hfc_32_25_hfc_125_10_hfc_143a_50_hfc_134a,,2024.050000,kgCO2e/kg,"R-427A (15% HFC-32; 25% HFC-125; 10% HFC-143a; 50% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydro","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
219,gwp,nitrous_oxide_n2o,,265.000000,kgCO2e/kg,"Nitrous oxide (N2O) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
220,gwp,r_416a_59_hfc_134a,,767.000000,kgCO2e/kg,"R-416A (59% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
221,gwp,pfc_318_c_c4f8,,9540.000000,kgCO2e/kg,"PFC-318 (c-C4F8) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
222,gwp,perfluorobut_2_ene_cf3cf_cfcf3,,2.000000,kgCO2e/kg,"Perfluorobut-2-ene (CF3CF=CFCF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
223,gwp,pfc_116_c2f6,,11100.000000,kgCO2e/kg,"PFC-116 (C2F6) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
224,gwp,pfc_71_18_c8f18,,7620.000000,kgCO2e/kg,"PFC-71-18 (C8F18) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
225,gwp,r_410a_50_hfc_32_50_hfc_125,,1923.500000,kgCO2e/kg,"R-410A (50% HFC-32; 50% HFC-125) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) co","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
226,gwp,pfc_14_cf4,,6630.000000,kgCO2e/kg,"PFC-14 (CF4) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
227,gwp,hfc_125_chf2cf3,,3170.000000,kgCO2e/kg,"HFC-125 (CHF2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
228,gwp,r_415a_18_hfc_152a,,24.840000,kgCO2e/kg,"R-415A (18% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
229,gwp,pfc_1216_cf3cf_cf2,,1.000000,kgCO2e/kg,"PFC-1216 (CF3CF=CF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
230,gwp,r_404a_44_hfc_125_52_hfc_143a_4_hfc_134a,,3942.800000,kgCO2e/kg,"R-404A (44% HFC-125; 52% HFC -143a; 4% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoro","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
231,gwp,methane_ch4,,28.000000,kgCO2e/kg,"Methane (CH4) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
232,gwp,perfluorocyclopentene_c_c5f8,,2.000000,kgCO2e/kg,"Perfluorocyclopentene (c-C5F8) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
233,gwp,r_421b_85_hfc_125_15_hfc_134a,,2889.500000,kgCO2e/kg,"R-421B (85% HFC-125; 15% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
234,gwp,r_449a_24_3_hfc_32_24_7_hfc_125_25_7_hfc_134a_25_3_hfc_1234y,,1281.854000,kgCO2e/kg,"R-449A (24.3% HFC-32; 24.7% HFC-125; 25.7% HFC-134a; 25.3% HFC-1234yf) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | e","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
235,gwp,hfc_143a_ch3cf3,,4800.000000,kgCO2e/kg,"HFC-143a (CH3CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
236,gwp,r_417a_46_6_hfc_125_50_hfc_134a,,2127.220000,kgCO2e/kg,"R-417A (46.6% HFC-125; 50% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
237,gwp,r_407c_23_hfc_32_25_hfc_125_52_hfc_134a,,1624.210000,kgCO2e/kg,"R-407C (23% HFC-32; 25% HFC-125; 52% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
238,gwp,hfc_1345zfc_c2f5ch_ch2,,1.000000,kgCO2e/kg,"HFC-1345zfc (C2F5CH=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
239,gwp,hfc_1132a_ch2_cf2,,1.000000,kgCO2e/kg,"HFC-1132a (CH2=CF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
240,gwp,hfc_245ea_chf2chfchf2,,235.000000,kgCO2e/kg,"HFC-245ea (CHF2CHFCHF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
241,gwp,r_411b_3_hfc_152a,,4.140000,kgCO2e/kg,"R-411B (3% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in t","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
242,gwp,hfc_23_chf3,,12400.000000,kgCO2e/kg,"HFC-23 (CHF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
243,gwp,r_411a_11_hfc_152a,,15.180000,kgCO2e/kg,"R-411A (11% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
244,gwp,r_401a_13_hfc_152a,,17.940000,kgCO2e/kg,"R-401A (13% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
245,gwp,e_hfc_1234ze_trans_cf3ch_chf,,1.000000,kgCO2e/kg,"(E)-HFC-1234ze (trans-CF3CH=CHF) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
246,gwp,r_401c_15_hfc_152a,,20.700000,kgCO2e/kg,"R-401C (15% HFC-152a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
247,gwp,r_422a_85_1_hfc_125_11_5_hfc_134a,,2847.170000,kgCO2e/kg,"R-422A (85.1% HFC-125; 11.5% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HC","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
248,gwp,r_405a_7_hfc_152a_42_5_pfc_318,,4064.160000,kgCO2e/kg,"R-405A (7% HFC-152a; 42.5% PFC-318) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC)","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
249,gwp,3_3_4_4_5_5_6_6_6_nonafluorohex_1_ene_c4f9ch_ch2,,1.000000,kgCO2e/kg,"3,3,4,4,5,5,6,6,6-Nonafluorohex-1-ene (C4F9CH=CH2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
250,gwp,hfc_236cb_ch2fcf2cf3,,1210.000000,kgCO2e/kg,"HFC-236cb (CH2FCF2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
251,gwp,r_402b_38_hfc125,,1204.600000,kgCO2e/kg,"R-402B (38% HFC125) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in th","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
252,gwp,hfc_236fa_cf3ch2cf3,,8060.000000,kgCO2e/kg,"HFC-236fa (CF3CH2CF3) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
253,gwp,r_403a_20_pfc_218,,1780.000000,kgCO2e/kg,"R-403A (20% PFC-218) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in t","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
254,gwp,pfc_51_14_n_c6f14,,7910.000000,kgCO2e/kg,"PFC-51-14 (n-C6F14) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
255,gwp,r_507a_50_hfc_125_50_hfc_143a,,3985.000000,kgCO2e/kg,"R-507A  (50% HFC-125; 50% HFC-143a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC)","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
256,gwp,octafluorocyclopentene_c5f8,,2.000000,kgCO2e/kg,"Octafluorocyclopentene (C5F8) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
257,gwp,r_407f_30_hfc_32_30_hfc_125_40_hfc_134a,,1674.100000,kgCO2e/kg,"R-407F  (30% HFC-32; 30% HFC-125 40% HFC-134a) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluoroca","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
258,gwp,hfc_161_ch3ch2f,,4.000000,kgCO2e/kg,"HFC-161 (CH3CH2F) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
259,gwp,r_504_48_2_hfc_32,,326.314000,kgCO2e/kg,"R-504 (48.2% HFC-32) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG) contained in the refrigerant blend that is reportable under the United Nations Framework Convention on Climate Change (UNFCCC), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: Hydrochlorofluorocarbon (HCFC) component in t","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
260,gwp,pfc_31_10_c4f10,,9200.000000,kgCO2e/kg,"PFC-31-10 (C4F10) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
261,gwp,pfc_1114_cf2_cf2,,1.000000,kgCO2e/kg,"PFC-1114 (CF2=CF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
262,gwp,perfluorobuta_1_3_diene_cf2_cfcf_cf2,,1.000000,kgCO2e/kg,"Perfluorobuta-1,3-diene (CF2=CFCF=CF2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
263,gwp,carbon_dioxide_co2,,1.000000,kgCO2e/kg,"Carbon dioxide (CO2) | This is the Global Warming Potential (GWP) of the associated Greenhouse Gas (GHG), following IPCC Fifth Assessment Report (AR5) ""Climate Change 2013: The Physical Science Basis"". | Boundary incl:  | excl: ","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | IPCC Fifth Assessment Report | AR5",2013-01-01,
264,ippu,flaring_in_conventional_oil_production,,57185.200000,kgCO2e/m3,Flaring in Conventional Oil Production | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the flaring of oil during the oil production. | excl: Excludes emissions from the production of oil.,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
265,ippu,operation_of_coke_oven,,560.000000,kgCO2e/t,Operation of Coke Oven | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl:  | excl: ,"SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
266,ippu,ethylene_oxide_production_air_process_without_thermal_abatem,,50983.000000,kgCO2e/t,"Ethylene Oxide Production, Air Process without thermal Abatement, Catalyst Selectivity (70 %, Default) | This datapoint references the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and IPCC Fifth Assessment  Report (AR5). | Boundary incl: Only includes emissions from the combustion of the fuel. | excl: Excludes emissions upstream of the combustion of the fuel.","SEFR (netzerohub.sg) | National Environment Agency (NEA), Singapore | 2006 IPCC Guidelines for National Greenhouse Gas Inventories | AR5",2024-01-01,
