do_no,source,job_no,do_date,do_type,trip_type,site_id,vessel_name,berth,vehicle_id,driver_id,job_type,waste_type,bin_in,bin_out,vol_cat_a,vol_cat_b,vol_cat_c,vol_cat_d,vol_cat_e,vol_cat_f,vol_total_m3,gross_kg,tare_kg,net_kg,weigh_ticket_no,weigh_location,weight_source,gps_lat,gps_lng,gps_accuracy_m,gps_captured_at,photo_do_ref,photo_sig_ref,photo_weigh_ref,receipt_ref,disposal_facility,xero_invoice_id,backfill_notes,synced_at,sludge_requested_t,sludge_actual_t,dispose_to,vol_cat_i,vol_other_m3,other_desc,vol_oily_rags_m3,vol_expired_med_m3,bin_qty,voyage_no,claim_state,bin_in_raw,bin_out_raw
24953,live,,2026-09-03,land,Delivery,BND_003,,,XE5457Y,KARTHIK,Delivery,General Waste,,,,,,,,,,,,,,,volume_est,,,,,mtllwr63-DO-683-1.jpg,,,,,,app_trip_id=541 | bin_photos=mtllwqs0-BININ-683-1.jpg | bin_in_raw=L56 | job_no=683,2026-09-03 14:14:48.268+00,,,,,,,,,1,,UNASSIGNED,,
25646,live,,2026-09-01,land,Exchange,SHI_001,,,XE5457Y,KARTHIK,Exchange,General Waste,5176,5222,,,,,,,,17620.0,14750.0,2870.0,LR436,,weighbridge,,,,,mtihqxxu-DO-645-1.jpg,,,,,,"app_trip_id=499 | dispose_to=Lirich Resources Pte Ltd | bin_photos=mtihqx4k-BININ-645-1.jpg
mtihqxt4-BINOUT-645-1.jpg | job_no=645",2026-09-01 09:55:51.613+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
17932,backfill,,2026-06-23,vessel,PSA Vessel,PIL_001,SELATAN DAMAI,B05,XE6221D,SATHISH,,Vessel Waste,,,0.60,0.02,0.20,0.02,0.00,0.40,1.24,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/17932_SELATAN-DAMAI.pdf,,,,,,remarks=Vessel DO backfill,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
APP-T259,live,,2026-08-17,land,Exchange,LIR_001,,,XE8496P,LIU,Exchange,Wood Waste,5203,5203,,,,,,,,17910.0,14370.0,3540.0,LR221,,weighbridge,,,,,,,,,,,app_trip_id=259 | dispose_to=Kim Hock | job_no=386,2026-08-17 03:00:26.424+00,,,Kim Hock,,,,,,1,,UNASSIGNED,,
WB-LR22986,backfill,,2026-06-17,,,ART_001,,,,,,General Waste,,,,,,,,,,17690.0,14190.0,3500.0,LR22986,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.656941+00,,,,,,,,,,,UNASSIGNED,,
25037,live,,2026-09-04,land,Exchange,,,,XE5457Y,SATHISH,Exchange,Wood Waste,,,,,,,,,,15970.0,14320.0,1650.0,LR487,,weighbridge,,,,,mtmkuvwx-DO-696-1.jpg,,,,,,app_trip_id=555 | dispose_to=Lirich Resources Pte Ltd | bin_in_raw=6001 | bin_out_raw=6000 | job_no=696,2026-09-04 06:33:28.424+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
17938,backfill,,2026-06-28,vessel,PSA Vessel,PIL_001,KOTA SALAM,B05,XE6221D,SATHISH,,Vessel Waste,,,0.80,0.04,0.40,0.02,0.04,0.80,2.10,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/17938_KOTA-SALAM.pdf,,,,,,remarks=Vessel DO backfill,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
23710,backfill,,2026-05-30,land,Exchange,PAX_001,,,XE5457Y,,,General Waste,,5084,,,,,,,,19930.0,14180.0,5750.0,1210,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by BALA-K009902,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
26815,backfill,,2026-05-14,land,Exchange,PAX_001,,,XE6221D,,,General Waste,5079,,,,,,,,,14800.0,14390.0,410.0,1003,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by MURU-K001956 | pt7 missing-middle,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
26816,backfill,,2026-05-14,land,Exchange,PAX_001,,,XE6221D,,,General Waste,,5135,,,,,,,,16020.0,14300.0,1720.0,1006,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by AMIR-K12898 | pt7 missing-middle,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
26820,backfill,,2026-05-14,land,Exchange,PAX_001,,,XE6221D,,,General Waste,5204,5079,,,,,,,,15810.0,14420.0,1390.0,1010,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by MORTHY-K000910 | pt7 missing-middle,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
26821,backfill,,2026-05-15,land,Exchange,PAX_001,,,XE6221D,,,General Waste,5058,,,,,,,,,15610.0,14610.0,1000.0,1023,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by MUSTAFA | pt7 missing-middle,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23077,backfill,,2026-06-19,,,ART_001,,,,,,General Waste,,,,,,,,,,18450.0,14250.0,4200.0,LR23077,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.714643+00,,,,,,,,,,,UNASSIGNED,,
25263,live,,2026-08-12,land,Exchange,ENGL_001,,,XE5457Y,KARTHIK,Exchange,General Waste,5060,5079,,,,,,,,15830.0,14760.0,1070.0,LR141,,weighbridge,,,,,mspgypdr-DO-274-1.jpg,,,,,,"app_trip_id=167 | dispose_to=Lirich Resources Pte Ltd | bin_photos=mspgyp0y-BININ-274-1.jpg
mspgyp8d-BINOUT-274-1.jpg | job_no=274",2026-08-12 02:28:03.859+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
WB-LR23165,backfill,,2026-06-29,,,ART_001,,,,,,General Waste,,,,,,,,,,18330.0,14230.0,4100.0,LR23165,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.774565+00,,,,,,,,,,,UNASSIGNED,,
APP-T186,live,,2026-08-12,land,Delivery,SUM_001,,,XE6221D,SATHISH,Delivery,General Waste,5240,,,,,,,,,0.0,0.0,0.0,,,weighbridge,,,,,mspyhfa0-DO-303-1.jpg,,,,,,app_trip_id=186 | bin_photos=mspyhezg-BININ-303-1.jpg | job_no=303,2026-08-12 10:38:29.302+00,,,,,,,,,1,,UNASSIGNED,,
WB-LR23277,backfill,,2026-07-02,,,ART_001,,,,,,General Waste,,,,,,,,,,18320.0,14220.0,4100.0,LR23277,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.827277+00,,,,,,,,,,,UNASSIGNED,,
25269,live,,2026-08-13,land,Exchange,TST_001,,,XE5457Y,KARTHIK,Exchange,Others: Hardcore,5044,5084,,,,,,,,,,,,,volume_est,,,,,msqy2a0n-DO-325-1.jpg,,,,,,"app_trip_id=195 | bin_photos=msqy29fb-BININ-325-1.jpg
msqy29t0-BINOUT-325-1.jpg | job_no=325",2026-08-13 03:14:10.554+00,,,,,,,,,1,,UNASSIGNED,,
WB-LR23384,backfill,,2026-07-03,,,ART_001,,,,,,General Waste,,,,,,,,,,17960.0,14050.0,3910.0,LR23384,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.883722+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23483,backfill,,2026-07-09,,,ART_001,,,,,,General Waste,,,,,,,,,,18560.0,14100.0,4460.0,LR23483,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.93953+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23640,backfill,,2026-07-20,,,ART_001,,,,,,General Waste,,,,,,,,,,18930.0,14050.0,4880.0,LR23640,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:40.992891+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23794,backfill,,2026-07-29,,,ART_001,,,,,,General Waste,,,,,,,,,,19760.0,14250.0,5510.0,LR23794,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.051097+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23958,backfill,,2026-08-12,,,ART_001,,,,,,General Waste,,,,,,,,,,18090.0,14150.0,3940.0,LR23958,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.108495+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24068,backfill,,2026-08-14,,,ART_001,,,,,,General Waste,,,,,,,,,,18930.0,14100.0,4830.0,LR24068,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.199774+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24241,backfill,,2026-08-21,,,ART_001,,,,,,General Waste,,,,,,,,,,19390.0,14250.0,5140.0,LR24241,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.254251+00,,,,,,,,,,,UNASSIGNED,,
APP-T214,live,,2026-08-13,land,Exchange,FAX_001,,,XE6221D,SATHISH,Exchange,Wood Waste,5240,5151,,,,,,,,16790.0,14340.0,2450.0,LR182,,weighbridge,,,,,msrgw29w-DO-333-1.jpg,,,,,,app_trip_id=214 | dispose_to=Lirich Resources Pte Ltd | job_no=333,2026-08-13 12:02:17.512+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
25271,live,,2026-08-13,land,Delivery,CAR_001,,,XE5457Y,KARTHIK,Delivery,General Waste,5210,,,,,,,,,,,,,,volume_est,,,,,msrncspk-DO-353-1.jpg,,,,,,app_trip_id=222 | bin_photos=msrncrjb-BININ-353-1.jpg | job_no=353,2026-08-13 15:02:11.001+00,,,,,,,,,1,,UNASSIGNED,,
APP-T244,live,,2026-08-15,land,Dump,NEA_001,,,,YAO_JUN,Dump,General Waste,,,,,,,,,,23440.0,15550.0,7890.0,LR204,,weighbridge,,,,,,,,,,,app_trip_id=244 | bin_photos=mstvy116-BIN-369-1.jpg | job_no=369,2026-08-15 04:38:21.834+00,,,,,,,,,1,,UNASSIGNED,,
725649,live,,2026-09-02,land,Load,SAL_001,,,XE5457Y,KARTHIK,Load,General Waste,5081,5081,,,,,,,,17780.0,14740.0,3040.0,LR463,,weighbridge,,,,,mtjxm70a-DO-670-1.jpg,mtjxm757-SIG-670-1.jpg,,,,,"app_trip_id=528 | dispose_to=Lirich Resources Pte Ltd | bin_photos=mtjxm6fv-BININ-670-1.jpg
mtjxm6uy-BINOUT-670-1.jpg | job_no=670",2026-09-02 10:07:26.732+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
18622,backfill,,2026-04-28,vessel,PSA Vessel,PIL_001,KOTA DUNIA,B07,XE6221D,KARTHIK,,Vessel Waste,,,1.00,0.06,0.60,0.00,0.00,0.10,1.76,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/18622_KOTA-DUNIA.pdf,,,,,,remarks=Vessel DO backfill,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24337,backfill,,2026-08-27,,,ART_001,,,,,,General Waste,,,,,,,,,,18840.0,14220.0,4620.0,LR24337,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.309915+00,,,,,,,,,,,UNASSIGNED,,
18752,backfill,,2026-05-29,vessel,PSA Vessel,PIL_001,KOTA RANCAK,B06,XE7126P,YAO_JUN,,Vessel Waste,,,0.40,0.00,0.60,0.02,0.00,0.20,1.22,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/18752_KOTA-RANCAK.pdf,,,,,,remarks=Vessel DO backfill; plate verify | plate verify,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20593,backfill,,2026-02-04,,,AST_001,,,,,,General Waste,,,,,,,,,,16360.0,14100.0,2260.0,LR20593,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.365286+00,,,,,,,,,,,UNASSIGNED,,
24705,live,,2026-08-19,land,Exchange,CAL_001,,,XE7126P,YAO_JUN,Exchange,General Waste,5044,5060,,,,,,,,17480.0,14050.0,3430.0,LR260,,weighbridge,,,,,mt02vesp-DO-434-1.jpg,,,,,,"app_trip_id=305 | bin_photos=mt02veed-BININ-434-1.jpg
mt02veld-BINOUT-434-1.jpg | job_no=434",2026-08-19 12:49:04.108+00,,,,,,,,,1,,UNASSIGNED,,
WB-LR20594,backfill,,2026-02-04,,,AST_001,,,,,,General Waste,,,,,,,,,,16630.0,14250.0,2380.0,LR20594,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.416984+00,,,,,,,,,,,UNASSIGNED,,
APP-T246,live,,2026-08-15,land,Dump,NEA_001,,,,YAO_JUN,Dump,General Waste,,,,,,,,,,22820.0,15750.0,7070.0,LR207,,weighbridge,,,,,,,,,,,app_trip_id=246 | bin_photos=msu88b4z-BIN-371-1.jpg | job_no=371,2026-08-15 10:22:17.841+00,,,,,,,,,1,,UNASSIGNED,,
WB-LR20595,backfill,,2026-02-04,,,AST_001,,,,,,General Waste,,,,,,,,,,15910.0,14380.0,1530.0,LR20595,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.484618+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20596,backfill,,2026-02-04,,,AST_001,,,,,,General Waste,,,,,,,,,,15300.0,13870.0,1430.0,LR20596,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.540975+00,,,,,,,,,,,UNASSIGNED,,
22465,backfill,,2026-03-01,,,PAX_001,,,,,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Mar 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:01:35.765856+00,,,Lirich Resources Pte Ltd,,,,,,,,UNASSIGNED,,
WB-LR20946,backfill,,2026-02-25,,,AST_001,,,,,,General Waste,,,,,,,,,,17080.0,14350.0,2730.0,LR20946,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.662498+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21087,backfill,,2026-02-27,,,AST_001,,,,,,General Waste,,,,,,,,,,16300.0,14050.0,2250.0,LR21087,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.727682+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21215,backfill,,2026-03-05,,,AST_001,,,,,,General Waste,,,,,,,,,,15880.0,13860.0,2020.0,LR21215,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.787125+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21292,backfill,,2026-03-10,,,AST_001,,,,,,General Waste,,,,,,,,,,15350.0,14250.0,1100.0,LR21292,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.851367+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21472,backfill,,2026-03-18,,,AST_001,,,,,,General Waste,,,,,,,,,,17430.0,14250.0,3180.0,LR21472,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.904793+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21647,backfill,,2026-03-31,,,AST_001,,,,,,General Waste,,,,,,,,,,16520.0,14240.0,2280.0,LR21647,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:41.959759+00,,,,,,,,,,,UNASSIGNED,,
WB-LR21905,backfill,,2026-04-13,,,AST_001,,,,,,General Waste,,,,,,,,,,15720.0,14060.0,1660.0,LR21905,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.011367+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22044,backfill,,2026-04-20,,,AST_001,,,,,,General Waste,,,,,,,,,,16920.0,14250.0,2670.0,LR22044,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.069338+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22180,backfill,,2026-04-27,,,AST_001,,,,,,General Waste,,,,,,,,,,17750.0,14250.0,3500.0,LR22180,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.130979+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22459,backfill,,2026-05-14,,,AST_001,,,,,,General Waste,,,,,,,,,,15670.0,14070.0,1600.0,LR22459,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.190576+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22707,backfill,,2026-06-02,,,AST_001,,,,,,General Waste,,,,,,,,,,15620.0,14240.0,1380.0,LR22707,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.24248+00,,,,,,,,,,,UNASSIGNED,,
WB-LR22899,backfill,,2026-06-12,,,AST_001,,,,,,General Waste,,,,,,,,,,16860.0,14240.0,2620.0,LR22899,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.297492+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23030,backfill,,2026-06-17,,,AST_001,,,,,,General Waste,,,,,,,,,,16560.0,14240.0,2320.0,LR23030,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.353475+00,,,,,,,,,,,UNASSIGNED,,
24727,live,,2026-08-22,land,Exchange,SAV_105,,,XE7126P,YAO_JUN,Exchange,Wood Waste,5046,5213,,,,,,,,15220.0,14100.0,1120.0,LR300,,weighbridge,,,,,mt433kdh-DO-481-1.jpg,,,,,,"app_trip_id=350 | bin_photos=mt433jq7-BININ-481-1.jpg
mt433k3k-BINOUT-481-1.jpg | job_no=481",2026-08-22 07:56:17.971+00,,,,,,,,,1,,UNASSIGNED,,
22637,backfill,,2026-03-02,,,ENGL_002,,,,LIU,Exchange,General Waste,,,,,,,,,,,,,,,,,,,,,,,,,,OTC schedule Mar 2026; tonnage as recorded by office; weighbridge chit not attached,2026-09-02 04:01:35.932471+00,,,NEA,,,,,,,,UNASSIGNED,,
APP-T333,live,,2026-08-20,land,Dump,NEA_001,,,,YAO_JUN,Dump,General Waste,,,,,,,,,,21600.0,14710.0,6890.0,LR287,,weighbridge,,,,,,,,,,,app_trip_id=333 | bin_photos=mt1k0jp4-BIN-462-1.jpg | job_no=462,2026-08-20 13:26:34.821+00,,,,,,,,,1,,UNASSIGNED,,
WB-LR23312,backfill,,2026-07-02,,,AST_001,,,,,,General Waste,,,,,,,,,,17480.0,13900.0,3580.0,LR23312,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.431892+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23596,backfill,,2026-07-16,,,AST_001,,,,,,General Waste,,,,,,,,,,17350.0,13950.0,3400.0,LR23596,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.489114+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23801,backfill,,2026-07-29,,,AST_001,,,,,,General Waste,,,,,,,,,,17600.0,14150.0,3450.0,LR23801,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.545195+00,,,,,,,,,,,UNASSIGNED,,
WB-LR23969,backfill,,2026-08-12,,,AST_001,,,,,,General Waste,,,,,,,,,,16380.0,14050.0,2330.0,LR23969,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.626119+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24361,backfill,,2026-08-27,,,AST_001,,,,,,General Waste,,,,,,,,,,16250.0,14100.0,2150.0,LR24361,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.67772+00,,,,,,,,,,,UNASSIGNED,,
WB-LR24399,backfill,,2026-09-01,,,AST_001,,,,,,General Waste,,,,,,,,,,17800.0,14280.0,3520.0,LR24399,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.73122+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20590,backfill,,2026-02-04,,,AVE_001,,,,,,General Waste,,,,,,,,,,18110.0,14230.0,3880.0,LR20590,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.7898+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20591,backfill,,2026-02-04,,,AVE_001,,,,,,General Waste,,,,,,,,,,18080.0,14250.0,3830.0,LR20591,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.853079+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20592,backfill,,2026-02-04,,,AVE_001,,,,,,General Waste,,,,,,,,,,18030.0,14190.0,3840.0,LR20592,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.9069+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20956,backfill,,2026-02-26,,,AVE_001,,,,,,General Waste,,,,,,,,,,18380.0,14230.0,4150.0,LR20956,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:42.965878+00,,,,,,,,,,,UNASSIGNED,,
WB-LR20957,backfill,,2026-02-26,,,AVE_001,,,,,,General Waste,,,,,,,,,,17150.0,13920.0,3230.0,LR20957,,weighbridge,,,,,,,,,,,"",2026-09-04 17:29:43.022734+00,,,,,,,,,,,UNASSIGNED,,
23307,backfill,,2026-05-18,land,Exchange,PAX_001,,,XE8496P,,,General Waste,,5194,,,,,,,,17380.0,14850.0,2530.0,1045,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by AMIR-K12898; Bin In unclear — verify | Bin In unclear — verify,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
17943,backfill,,2026-07-03,vessel,PSA Vessel,PIL_001,KOTA MANIS,B06,XE6221D,,Collect,Vessel Waste,,,0.50,0.02,0.30,0.02,0.00,0.16,1.00,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/17943_KOTA-MANIS.pdf,,,,,,src=KOTA MANIS (GARBAGE) 03 Jul 2026.pdf; driver_raw=SADASI?? (handwritten; unclear); voyage=626N (from PSA pass;,2026-08-03 06:33:47.889084+00,,,,,,,,,,,UNASSIGNED,,
APP-T500,live,,2026-09-01,land,Sell,LIR_001,,,,KARTHIK,Sell,Plastic Waste,,,,,,,,,,16800.0,15480.0,1320.0,LR466,,weighbridge,,,,,,,,,,,app_trip_id=500 | dispose_to=Asia Recycling Resources Pte Ltd | bin_photos=mtihumm1-BIN-646-1.jpg | job_no=646,2026-09-02 10:15:07.855+00,,,Asia Recycling Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
APP-T168,live,,2026-08-12,land,Exchange,SAV_001,,,XE6221D,SATHISH,Exchange,General Waste,5038,5210,,,,,,,,15610.0,14340.0,1270.0,LR143,,weighbridge,,,,,mspgzhx6-DO-284-1.jpg,,,,,,"app_trip_id=168 | dispose_to=Lirich Resources Pte Ltd | bin_photos=mspgzhn5-BININ-284-1.jpg
mspgzhsk-BINOUT-284-1.jpg | job_no=284",2026-08-12 03:14:12.629+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
23310,backfill,,2026-05-18,land,Exchange,PAX_001,,,XE8496P,,,General Waste,5108,,,,,,,,,17650.0,14240.0,3410.0,1052,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by AMIR-K12898,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
APP-T542,live,,2026-09-03,land,Dump,LIR_001,,,,KARTHIK,Dump,Wood Waste,,,,,,,,,,19770.0,15670.0,4100.0,LR476,,weighbridge,,,,,,,,,,,app_trip_id=542 | dispose_to=Bee Joo | bin_photos=mtllzeee-BIN-684-1.jpg | job_no=684,2026-09-03 14:17:21.918+00,,,Bee Joo,,,,,,1,,UNASSIGNED,,
APP-T553,live,,2026-09-04,land,Delivery,HAI_001,,,XE8496P,LIU,Delivery,General Waste,5116,,,,,,,,,16080.0,14250.0,1830.0,LR488,,weighbridge,,,,,,,,,,,app_trip_id=553 | bin_photos=mtmjaixf-BININ-698-1.jpg | job_no=698,2026-09-04 07:27:36.597+00,,,,,,,,,1,,UNASSIGNED,,
23312,backfill,,2026-05-19,land,Exchange,PAX_001,,,XE8496P,,,General Waste,5096,5108,,,,,,,,17010.0,14710.0,2300.0,1055,,weighbridge,,,,,,,,,,,remarks=Backfill DO + weighbridge (May 2026); 1x5FT; weighed by LOH MG-K001775,2026-07-24 15:15:51.944859+00,,,,,,,,,,,UNASSIGNED,,
26491,live,,2026-08-21,land,Exchange,ENGI_017,,,XE6221D,SATHISH,Exchange,General Waste,5204,5046,,,,,,,,18160.0,14320.0,3840.0,LR294,,weighbridge,,,,,mt2wevt0-DO-474-1.jpg,,,,,,app_trip_id=343 | dispose_to=Lirich Resources Pte Ltd | job_no=474,2026-08-21 12:02:15.755+00,,,Lirich Resources Pte Ltd,,,,,,1,,UNASSIGNED,,
18931,backfill,,2026-05-01,vessel,PSA Vessel,PIL_001,KOTA SURIA,B06,XE6221D,SATHISH,,Vessel Waste,,,0.80,0.02,0.40,0.02,0.02,0.00,1.26,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/18931_KOTA-SURIA.pdf,,,,,,remarks=Vessel DO backfill | rechecked,2026-07-24 15:15:51.944859+00,,,,,,,,,,0086W,UNASSIGNED,,
18932,backfill,,2026-05-02,vessel,PSA Vessel,PIL_001,KOTA NABIL,B05,XE6221D,SATHISH,,Vessel Waste,,,0.80,0.00,0.20,0.00,0.10,0.40,1.50,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/18932_KOTA-NABIL.pdf,,,,,,remarks=Vessel DO backfill | rechecked,2026-07-24 15:15:51.944859+00,,,,,,,,,,0256E,UNASSIGNED,,
17944,backfill,,2026-07-03,vessel,PSA Vessel,PIL_001,KOTA RESTU,B05,XE6221D,,Collect,Vessel Waste,,,0.50,0.02,0.30,0.02,,0.30,1.14,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/17944_KOTA-RESTU.pdf,,,,,,"src=KOTA RESTU (GARBAGE) 03 Jul 2026.pdf; driver_raw=illegible handwriting, reads approx ""SODOWH""/""SADOWH""?; voyage=2610W",2026-08-03 06:33:47.889084+00,,,,,,,,,,2610W,UNASSIGNED,,
17945,backfill,,2026-07-05,vessel,PSA Vessel,PIL_001,KOTA ANGGUN,B05,XE6221D,,Collect,Vessel Waste,,,1.20,0.00,1.10,0.02,0.02,0.46,2.80,,,,,,volume_est,,,,,https://lirichresourcessg-my.sharepoint.com/personal/michelle_chen_lirichresources_sg/Documents/Lirich%20Operations/05%20Client%20Reports/PIL/DO/17945_KOTA-ANGGUN.pdf,,,,,,src=KOTA ANGGUN (GARBAGE) 05 Jul 2026.pdf; driver_raw=SADASI?? (handwritten; unclear); voyage=0415E (from PSA pass,2026-08-03 06:33:47.889084+00,,,,,,,,,,0415E,UNASSIGNED,,
